,logFC,AveExpr,t,P.Value,adj.P.Val,B
Hipk3,-0.209340978,5.865923619,-1.238053075,0.239109819,0.462021335,-5.982556111
Ddx19a,0.111816409,5.383888189,1.238020151,0.239121602,0.462021335,-5.982594694
Adora2b,-0.778538196,1.273079946,-1.237977545,0.239136851,0.462021335,-5.982644624
Abcd1,-0.395329364,6.229415805,-1.237938749,0.239150737,0.462021335,-5.982690087
Ap1b1,-0.110845552,6.746578795,-1.237783203,0.239206417,0.46206674,-5.982872353
Aldoc,-0.492812164,3.36671759,-1.237658364,0.239251113,0.462090918,-5.983018624
Idi1,0.205660337,6.932233778,1.237429939,0.239332912,0.462135911,-5.983286235
Mef2a,0.117662187,5.179482744,1.237413575,0.239338772,0.462135911,-5.983305405
Ulk3,-0.195773365,3.602894894,-1.237102227,0.239450304,0.462289105,-5.983670099
Btf3l4,0.103761372,4.949649249,1.236715836,0.239588775,0.462494262,-5.984122596
Hipk1,-0.233499398,6.743268882,-1.236383338,0.239707984,0.462554554,-5.984511891
Slc35a3,-0.098670707,7.406469735,-1.236281964,0.239744338,0.462554554,-5.984630566
Morf4l2,0.133985039,6.814570273,1.236162087,0.239787334,0.462554554,-5.984770892
Fggy,-0.31684132,0.382882446,-1.236161,0.239787724,0.462554554,-5.984772165
Trim6,0.322428742,0.359969696,1.236124993,0.239800639,0.462554554,-5.984814312
Cep152,0.173390294,2.940180828,1.236089762,0.239813277,0.462554554,-5.984855549
Gm30866,-0.234889568,0.338670379,-1.235806236,0.239915001,0.462688612,-5.985187383
Dnajb13,-0.168741308,2.226347018,-1.235582354,0.239995349,0.462754476,-5.985449369
Kctd2,-0.115860106,4.286089222,-1.2355315,0.240013603,0.462754476,-5.985508872
Capn8,-0.192990213,1.309436719,-1.234938267,0.240226624,0.463024299,-5.986202872
Sec23ip,0.117176719,5.635469989,1.234892445,0.240243084,0.463024299,-5.986256466
Bscl2,0.097757369,5.066006692,1.234872408,0.240250282,0.463024299,-5.986279901
Pvt1,0.311627518,-0.04941727,1.234770262,0.240286979,0.46303288,-5.986399367
Epb42,-0.230595069,1.147080963,-1.234119517,0.240520871,0.463347752,-5.987160269
Gm15312,0.228586063,-0.219637766,1.234111363,0.240523803,0.463347752,-5.987169802
Gm7240,0.28877787,0.002832722,1.234046352,0.240547179,0.463347752,-5.987245801
Pdzk1,-0.701643402,5.960321949,-1.233775771,0.240644493,0.463434027,-5.987562079
Rph3al,0.149532176,4.42115687,1.23365922,0.240686421,0.463434027,-5.987698299
Drg1,0.09650073,5.337352909,1.23365148,0.240689205,0.463434027,-5.987707344
St7l,-0.109377967,4.35125608,-1.233530097,0.240732877,0.463434027,-5.987849198
Saysd1,0.166780671,2.9299483,1.233473251,0.240753331,0.463434027,-5.987915628
Atp5o,-0.15508214,8.522885866,-1.233330048,0.240804865,0.463471098,-5.988082963
Slc39a4,0.26806664,7.23526359,1.233109084,0.2408844,0.463504193,-5.988341134
Ace,-0.562586735,8.905206959,-1.233089716,0.240891373,0.463504193,-5.988363761
Pak4,-0.080878395,6.133906805,-1.232965234,0.24093619,0.463504193,-5.988509187
Slc51a,-0.272622898,7.276196693,-1.232857685,0.240974915,0.463504193,-5.98863482
Ndufs1,-0.086781392,7.503482068,-1.232833992,0.240983447,0.463504193,-5.988662496
Gm5790,-0.275406772,0.254757592,-1.232142184,0.241232676,0.463921418,-5.989470422
Gabpa,-0.126975456,5.740641198,-1.231603773,0.241426784,0.46423254,-5.990098959
Cyp4f17,0.223201025,0.625266775,1.231242843,0.241556975,0.464414275,-5.990520187
Pigp,-0.168664995,4.109945805,-1.231114158,0.241603407,0.464414275,-5.990670347
Gm45844,0.230772906,-0.202373455,1.231072835,0.241618318,0.464414275,-5.990718565
Lancl2,-0.111868203,4.00030235,-1.230336703,0.241884076,0.464862865,-5.99157729
Ccdc62,-0.125683182,0.979517378,-1.230201266,0.241932996,0.464894664,-5.991735238
4833445I07Rik,0.216496262,0.725282915,1.229917915,0.24203537,0.465029155,-5.992065643
Zcchc8,0.090789636,5.486939944,1.229630426,0.242139273,0.46516655,-5.992400814
Cep126,0.288223816,-0.844490201,1.229377325,0.242230777,0.465214419,-5.992695841
Gapvd1,0.120698435,5.941196483,1.229332417,0.242247016,0.465214419,-5.992748184
Ears2,0.103401732,3.773609046,1.229217266,0.242288658,0.465214419,-5.992882391
Irag1,-0.323110085,-0.512523901,-1.22920311,0.242293777,0.465214419,-5.992898888
Gm42783,-0.280447005,-0.403952758,-1.22888488,0.24240889,0.465373218,-5.993269727
Gm44949,0.273490644,-0.014902277,1.228148762,0.242675332,0.465822453,-5.994127252
Nxt2,-0.125412022,4.893516992,-1.227985592,0.242734424,0.465873606,-5.99431728
Smchd1,0.161886005,5.646842308,1.227793276,0.242804085,0.46594503,-5.994541225
Fau,-0.105599134,8.046737231,-1.227459327,0.242925087,0.466114945,-5.994930033
Fam76a,-0.124751476,4.768466584,-1.22729656,0.242984081,0.466121016,-5.995119509
Tmem107,0.187377095,1.655372618,1.227271483,0.242993171,0.466121016,-5.995148699
Mgat5,-0.080929163,6.505339505,-1.22704092,0.243076758,0.466171608,-5.995417058
Fahd1,-0.24193006,6.400897107,-1.226969794,0.243102549,0.466171608,-5.995499835
Hs3st1,0.170073726,3.662590327,1.226850119,0.243145948,0.466171608,-5.995639107
Sh3kbp1,-0.18746784,0.980259307,-1.226840608,0.243149397,0.466171608,-5.995650174
Nf2,0.086982066,6.453504287,1.226745454,0.243183909,0.466175535,-5.995760902
Acot12,-0.580973936,3.119013502,-1.226601034,0.243236297,0.466213724,-5.995928945
Gm527,-0.398535253,-0.456839465,-1.226423552,0.243300689,0.46627491,-5.996135437
Tmco6,0.105918419,3.178446293,1.225447204,0.243655163,0.466891933,-5.997270958
Dnase1l2,0.258565421,0.335935718,1.225326529,0.243699004,0.466892753,-5.997411258
Trappc12,0.083146804,4.720263751,1.22526704,0.243720618,0.466892753,-5.997480417
Tk1,0.128645408,5.571078901,1.224927542,0.243843999,0.467066803,-5.997875054
Abcb8,-0.08170587,5.836917498,-1.224667853,0.243938408,0.467185322,-5.998176862
Laptm4a,0.106835967,7.374997139,1.224146595,0.244127998,0.467425556,-5.998782513
Ampd3,0.153824827,4.670905816,1.224143989,0.244128946,0.467425556,-5.998785541
2410017I17Rik,0.368386883,0.574782275,1.222946587,0.244564904,0.468197842,-6.000176045
Ppp1r11,0.144490183,4.675582775,1.2226763,0.244663396,0.468323963,-6.000489774
1700030K09Rik,0.186032909,1.24883079,1.222460975,0.244741884,0.468411762,-6.000739669
Sccpdh,-0.307806125,4.077433659,-1.222167513,0.244848884,0.46847826,-6.00108019
Rfxap,0.103646425,3.592373503,1.22212099,0.24486585,0.46847826,-6.001134167
Pola1,0.228894491,4.243436742,1.222097273,0.2448745,0.46847826,-6.001161684
Tcta,-0.155945303,3.807198721,-1.222004893,0.244908194,0.468480306,-6.00126886
Gtpbp2,-0.210477924,5.830507634,-1.221799243,0.244983213,0.468555401,-6.001507426
Slc28a3,-0.3191844,4.281239172,-1.221718399,0.245012709,0.468555401,-6.0016012
C230035I16Rik,-0.343803962,-0.142977177,-1.221117812,0.245231923,0.468912172,-6.002297699
Rusc1,-0.169182128,4.250278473,-1.220982159,0.245281458,0.468923638,-6.002454979
Imp3,0.152493155,4.562706295,1.220920968,0.245303805,0.468923638,-6.00252592
P3h4,-0.375838982,-0.212732132,-1.220833135,0.245335884,0.468923638,-6.002627745
Gm10705,0.25629144,3.169358993,1.220624134,0.245412231,0.468960147,-6.002870017
Hmbs,0.099463702,5.214870277,1.22060205,0.2454203,0.468960147,-6.002895614
Tbc1d7,0.138416483,2.335535338,1.220408366,0.24549107,0.469032966,-6.003120099
Gga1,0.097453964,6.144797188,1.220052495,0.245621145,0.469203652,-6.003532489
Nmnat1,-0.094797234,3.940860393,-1.219953313,0.245657406,0.469203652,-6.003647406
Senp8,0.118349306,2.274825148,1.219832085,0.245701734,0.469203652,-6.003787858
Serinc2,0.121911759,7.057120157,1.219806461,0.245711105,0.469203652,-6.003817544
Far1,0.159117159,2.0766219,1.219595139,0.245788393,0.469272581,-6.004062346
Rpl28,0.134202478,7.99617065,1.219529074,0.245812559,0.469272581,-6.00413887
Slc25a42,-0.150187116,4.570996179,-1.219424389,0.245850857,0.469283305,-6.004260123
Gm45459,-0.239652111,0.664620252,-1.219078321,0.245977494,0.469462628,-6.004660902
Bcor,0.199589034,4.694214795,1.218573626,0.24616227,0.46975285,-6.005245229
Gm15501,0.147856252,7.534772814,1.218310103,0.246258793,0.469874604,-6.005550257
Mars2,0.243471853,4.532766586,1.218063177,0.246349264,0.469984779,-6.005836026
Tcn2,-0.220204356,8.227927063,-1.217685234,0.246487789,0.47018659,-6.006273335
Fam151b,-0.201357451,1.249728994,-1.217280636,0.246636152,0.470407112,-6.00674137
Itfg2,0.127680442,3.597714974,1.217122818,0.246694042,0.470455039,-6.006923899
Zfp410,-0.133746128,5.103646326,-1.216848114,0.246794833,0.470584756,-6.007241572
Dpm1,-0.177822588,3.641950735,-1.216268098,0.247007751,0.470928214,-6.007912131
Ivd,0.10734195,4.702793081,1.215952321,0.247123731,0.471083616,-6.008277096
Hdlbp,-0.094448867,8.89307828,-1.215747657,0.247198924,0.471083616,-6.008513602
Eps8l1,0.333427643,1.608239853,1.215735102,0.247203537,0.471083616,-6.008528109
Tecpr1,-0.13745519,4.393532575,-1.215688985,0.247220483,0.471083616,-6.008581396
Gm48062,-0.295582909,-0.134461291,-1.215509096,0.247286593,0.47114707,-6.008789238
Gm57178,-0.523011795,-0.773121702,-1.214772657,0.247557383,0.471600426,-6.009639865
Atp6v0a2,0.103799055,7.571387387,1.213779655,0.247922881,0.47223406,-6.010786199
Vgll4,0.135721623,5.09666241,1.213585223,0.247994496,0.472307821,-6.011010567
Trim2,-0.182775983,7.263573555,-1.213434476,0.248050032,0.472350944,-6.011184505
Cpm,-0.440823205,5.446367733,-1.213328674,0.248089017,0.47236254,-6.011306575
Gm18194,0.230827669,0.441434903,1.212594257,0.248359753,0.472815333,-6.012153678
Vps52,0.097360799,5.454211431,1.212503227,0.248393327,0.472816566,-6.012258648
Htatip2,-0.184616684,3.952463385,-1.212111577,0.248537816,0.473028899,-6.012710201
Tmem59,-0.179677744,7.605779486,-1.211568112,0.248738423,0.473347967,-6.0133366
Srgap3,0.314460086,-0.202102233,1.211084667,0.248916983,0.473555866,-6.013893637
Gm21596,0.515842149,-0.378028119,1.211024435,0.248939236,0.473555866,-6.013963025
Aifm2,-0.086176292,3.499852963,-1.211004495,0.248946604,0.473555866,-6.013985995
Gm17494,-0.194627024,0.847248709,-1.21073051,0.249047854,0.473671936,-6.014301594
Parl,0.116474616,5.515593967,1.210660874,0.249073593,0.473671936,-6.014381797
Bnip3l,-0.122486567,5.764902695,-1.210371694,0.249180502,0.473812501,-6.014714823
Rhobtb3,-0.2183371,5.305465321,-1.209654225,0.249445905,0.474254362,-6.015540806
Pdcd5,0.16132807,4.187931562,1.209388563,0.249544234,0.474359882,-6.015846551
Zfp808,0.215220789,0.880183016,1.20932579,0.249567473,0.474359882,-6.015918788
Senp5,0.134748765,4.829825576,1.209035656,0.249674902,0.474490948,-6.016252624
Gm38194,-0.338668621,2.078221358,-1.20886605,0.24973772,0.474490948,-6.016447748
Cfap45,-0.276610695,-0.26859629,-1.208810472,0.249758307,0.474490948,-6.016511684
Caprin1,0.125159642,8.628365857,1.20878269,0.249768599,0.474490948,-6.016543642
Rbbp5,0.106164586,5.071743793,1.208474973,0.249882612,0.474613783,-6.016897584
Lztfl1,-0.090215988,3.524431633,-1.208429781,0.24989936,0.474613783,-6.016949558
Zc3h14,0.086279498,6.303833781,1.20759236,0.25020986,0.475109345,-6.017912389
Gm26712,0.343859251,-0.077618331,1.207547612,0.250226461,0.475109345,-6.017963824
Vps11,-0.103306268,5.015450729,-1.207451775,0.250262016,0.475114034,-6.018073976
Acin1,0.111806207,7.226042817,1.207232829,0.250343261,0.475180617,-6.018325602
Psmb5,0.121726858,5.665179799,1.207107566,0.250389752,0.475180617,-6.018469545
Gm45495,-0.129046141,1.197531628,-1.207089762,0.25039636,0.475180617,-6.018490004
Chpf2,-0.139921063,3.877352336,-1.206759463,0.250518984,0.475275054,-6.0188695
Habp4,0.101722239,3.733725937,1.206713441,0.250536074,0.475275054,-6.018922371
Prdx5,-0.30057111,7.241085348,-1.206667946,0.250552968,0.475275054,-6.018974634
2810403D21Rik,-0.133981043,1.33973027,-1.206599165,0.250578512,0.475275054,-6.019053645
Kat8,0.101319879,3.624130082,1.205893754,0.250840604,0.475659627,-6.019863768
Gosr1,-0.085566073,5.666902065,-1.205834277,0.250862713,0.475659627,-6.019932058
Pla2g2f,0.252391109,3.630300636,1.205776692,0.250884119,0.475659627,-6.019998172
Gm43571,0.169586576,-0.553145184,1.205696947,0.250913766,0.475659627,-6.020089724
Slc26a11,-0.161720324,2.376175077,-1.205373166,0.251034165,0.475825054,-6.020461397
Hid1,0.127677177,4.036457883,1.205271056,0.251072144,0.475834234,-6.020578593
Sema4b,0.112824962,5.620020725,1.204933859,0.251197595,0.475953464,-6.020965557
Bbip1,0.123684373,4.377676167,1.204923784,0.251201344,0.475953464,-6.020977117
Fanca,0.167575872,3.602429799,1.204684234,0.251290498,0.476059571,-6.02125197
Plekhg1,0.171976257,3.449762166,1.204131416,0.251496335,0.476386674,-6.021886091
Cpt1a,0.14290053,8.06377881,1.203962062,0.25155942,0.476389038,-6.022080307
B230206H07Rik,-0.164638092,2.695095919,-1.203885818,0.251587825,0.476389038,-6.022167737
Mcu,-0.117471416,7.414896178,-1.203860902,0.251597107,0.476389038,-6.022196307
Diaph3,0.23198933,3.623798146,1.203587923,0.25169883,0.476518813,-6.022509294
Nkx2-2,0.180778908,2.508390336,1.203347287,0.251788527,0.476625791,-6.022785152
Gm44986,-0.445944568,-0.083531809,-1.203212562,0.251838757,0.47665804,-6.022939578
Dstyk,-0.157828451,2.871419484,-1.202937483,0.251941339,0.476729928,-6.02325484
Rmdn3,0.215556805,6.889809581,1.202932669,0.251943135,0.476729928,-6.023260357
Snhg10,0.270617099,-0.553242674,1.20258878,0.252071425,0.476903053,-6.0236544
Ptprf,-0.109953226,8.320139129,-1.202509389,0.25210105,0.476903053,-6.023745356
Pcna,0.140334068,6.87538463,1.202284021,0.252185161,0.476999329,-6.024003531
Irf7,-0.404623179,5.332007353,-1.202117416,0.252247354,0.477054129,-6.024194364
Gm7336,1.896391206,-0.791956834,1.201860577,0.252343256,0.477116291,-6.024488513
Ccdc50,-0.119178331,5.741359335,-1.201851426,0.252346673,0.477116291,-6.024498993
Sel1l3,0.112217378,6.717474799,1.201705752,0.25240108,0.477156333,-6.024665806
Clip2,-0.234356059,5.992102518,-1.201226579,0.252580108,0.477431927,-6.025214398
Gm56517,0.180181388,6.028884336,1.201068177,0.252639312,0.477480984,-6.025395711
Or7d10,-0.404033184,-0.535301181,-1.200955785,0.252681326,0.477497544,-6.025524348
Gm49041,0.337449362,-0.865346181,1.20043463,0.252876214,0.477763467,-6.026120705
Ltf,0.633562274,0.508105535,1.200401551,0.252888587,0.477763467,-6.026158551
Cbx2,0.123073655,3.579006602,1.200091,0.25300478,0.477920105,-6.02651381
Nefm,0.284938249,-0.35940569,1.199948118,0.253058253,0.477958241,-6.026677237
Gm16638,-0.301509225,0.016075453,-1.199818753,0.253106675,0.47798683,-6.026825191
Acot9,-0.295214895,4.459459213,-1.199570399,0.253199656,0.478094212,-6.027109196
Pdzk1ip1,-0.190401966,1.82434718,-1.199489035,0.253230124,0.478094212,-6.02720223
Fam183b,0.248890527,1.621298619,1.199337936,0.253286711,0.478138185,-6.027374987
Smim7,-0.1743945,5.763265286,-1.199230635,0.253326903,0.478145172,-6.027497658
Tmem106c,0.116300879,2.960673759,1.199150275,0.253357006,0.478145172,-6.027589524
Gm7450,-0.624422018,0.664011031,-1.198828436,0.253477598,0.478275417,-6.027957394
Rab3a,0.124200439,2.661807811,1.198752042,0.253506229,0.478275417,-6.028044702
Tbl1x,0.114259944,5.951274931,1.198699457,0.253525938,0.478275417,-6.028104797
Asnsd1,-0.099893308,5.453051922,-1.198509855,0.253597013,0.478346658,-6.028321462
Xrn2,0.101892472,6.363524831,1.197862317,0.253839868,0.478741858,-6.029061223
Gm10416,0.177290065,-0.179190283,1.197710822,0.253896712,0.478786183,-6.02923425
Jade1,0.095485942,5.818232309,1.197605389,0.253936278,0.478797919,-6.029354656
Pik3c2b,0.127785243,5.433964363,1.197192356,0.254091325,0.479027364,-6.029826271
A630052C17Rik,0.176178923,1.047357383,1.196928384,0.254190456,0.479083787,-6.030127616
Rnmt,0.127053644,4.338261062,1.196881459,0.254208081,0.479083787,-6.030181179
Kdm5a,-0.15203943,5.27034529,-1.196846157,0.254221341,0.479083787,-6.030221474
Syce3,-0.367088276,-0.343657452,-1.196635814,0.254300361,0.479169818,-6.030461546
Hars2,0.075983071,4.443780527,1.196502748,0.25435036,0.479201151,-6.030613402
Gm9828,-0.239168232,0.784491713,-1.196019228,0.254532107,0.479480658,-6.031165089
Gm13421,0.156197186,2.90968786,1.195545812,0.254710154,0.479753124,-6.031705078
Gm13394,-1.101979403,-0.938847722,-1.195369637,0.254776437,0.479815033,-6.031905983
Rnft1,-0.102505516,5.103406301,-1.195004338,0.254913917,0.480010995,-6.032322488
Zmat3,0.093411719,3.740019212,1.194874786,0.254962688,0.480039884,-6.032470175
Rpl3,0.120427188,9.433606589,1.193843314,0.255351254,0.480657597,-6.033645592
Uqcc1,0.081699124,5.218075226,1.193826169,0.255357717,0.480657597,-6.033665123
Akap8l,-0.141791562,4.365314681,-1.193687894,0.255409842,0.480692705,-6.033822632
Gm36401,-0.290550695,0.569982823,-1.19315288,0.255611607,0.481009392,-6.034431932
Ubqln1,-0.093404958,7.431198795,-1.193055065,0.255648508,0.481015799,-6.034543305
Fam241a,0.09117607,3.663775894,1.192483672,0.255864154,0.481358476,-6.035193755
Gm47976,-0.288506485,0.698645159,-1.192203539,0.255969929,0.481494391,-6.035512559
Gstt1,-0.361993196,5.390915646,-1.192065434,0.256022088,0.481529429,-6.035669705
Camkmt,0.103758788,2.928410785,1.191553598,0.256215472,0.481830038,-6.03625199
Fzd4,-0.160387422,4.216577267,-1.190928442,0.256451824,0.482211365,-6.036962924
Heyl,0.417029767,-0.748185833,1.19082778,0.256489898,0.482219813,-6.037077371
Zfp362,0.125829035,4.103665928,1.190691769,0.256541348,0.482253404,-6.037231994
Pals1,-0.171723288,5.645091207,-1.190448887,0.256633245,0.482331114,-6.037508079
Phldb1,-0.291277217,4.448366914,-1.19034954,0.256670842,0.482331114,-6.037620996
Chek1,0.142355755,3.442092455,1.190316222,0.256683452,0.482331114,-6.037658863
Rpl36a-ps2,0.153029715,5.811976418,1.189903333,0.256839757,0.482561678,-6.038128052
Ndel1,-0.064123473,4.904689814,-1.189504038,0.256990986,0.482782648,-6.038581674
Hectd4,-0.176349662,6.20226463,-1.189229585,0.257094973,0.482914822,-6.038893397
Gm32261,-0.362662867,0.419271821,-1.189025,0.25717251,0.482997285,-6.039125729
Sms-ps,0.850835152,-0.655966392,1.188852276,0.257237985,0.483057077,-6.039321853
Tspan7,0.103993178,6.545025266,1.188576051,0.257342723,0.483095759,-6.039635455
Gm44087,-0.161319312,2.360414652,-1.188540393,0.257356246,0.483095759,-6.039675933
Agtpbp1,-0.155785711,1.944664314,-1.188511855,0.257367069,0.483095759,-6.039708328
Gm44829,-0.570466903,-0.940961486,-1.188443087,0.257393151,0.483095759,-6.039786389
Car2,-0.462589253,4.968373065,-1.188339678,0.257432376,0.483106235,-6.039903765
Mat2b,-0.104999308,5.644810328,-1.188194898,0.2574873,0.483146169,-6.040068086
Dnlz,0.130021429,4.741799114,1.187906279,0.257596821,0.483288522,-6.040395615
Cplane1,0.254355253,1.28115882,1.18769841,0.257675722,0.483373399,-6.040631467
Arhgap33,0.146636298,2.382084423,1.187098439,0.257903561,0.483684806,-6.041312026
Sfi1,-0.284383286,5.376031153,-1.187083878,0.257909092,0.483684806,-6.041328539
Cops3,0.072218738,6.086127822,1.186921449,0.257970803,0.483712222,-6.041512737
9130017K11Rik,0.197369874,1.952549621,1.186868083,0.25799108,0.483712222,-6.041573251
Rpl10a-ps1,0.404058224,6.859198194,1.18673164,0.25804293,0.483746276,-6.041727959
Setd2,-0.149899729,6.264904638,-1.186441948,0.258153043,0.483854464,-6.042056385
Inca1,0.198808676,-0.15236508,1.186402528,0.258168029,0.483854464,-6.042101071
Mir99ahg,0.159544136,1.820572248,1.185882805,0.258365679,0.484044153,-6.042690111
Fbxl16,-0.195033758,0.454505451,-1.185824169,0.258387986,0.484044153,-6.042756554
Rps12-ps3,0.128052517,7.469965874,1.185809936,0.2583934,0.484044153,-6.042772681
Cmtm4,-0.089171719,7.114497714,-1.185617277,0.258466705,0.484044153,-6.042990974
Tmem209,0.164487539,4.744966015,1.18560004,0.258473264,0.484044153,-6.043010503
Topbp1,0.161274786,6.040961884,1.185499743,0.258511432,0.484044153,-6.043124131
Lmbrd2,-0.120416075,6.397508758,-1.185307792,0.258584493,0.484044153,-6.043341576
Mpc1,-0.205807042,6.159616453,-1.185206518,0.258623047,0.484044153,-6.04345629
Tvp23a,0.284716694,0.571174811,1.185160552,0.258640547,0.484044153,-6.043508354
Gm48976,-0.593468792,-1.268941749,-1.185088056,0.258668149,0.484044153,-6.043590463
Cd48,0.442040647,-0.805351892,1.185081311,0.258670717,0.484044153,-6.043598102
Apol9b,-0.61405447,2.146122829,-1.185073386,0.258673735,0.484044153,-6.043607077
Sez6l2,-0.195662666,1.32127344,-1.184920803,0.258731839,0.484089798,-6.043779879
Zfp943,-0.087960259,4.017369592,-1.184731881,0.258803794,0.484161344,-6.04399381
Rab18,-0.101214635,6.265952923,-1.184140853,0.259029002,0.484497356,-6.044662904
Zfp92,-0.405947932,0.340372881,-1.184069474,0.259056211,0.484497356,-6.044743694
Ttc1,0.116156876,4.335281258,1.183994943,0.259084624,0.484497356,-6.044828046
Babam1,0.084560105,5.86238446,1.183897172,0.2591219,0.484503969,-6.044938695
Gm20390,0.242953447,4.913152346,1.183751782,0.259177339,0.484544538,-6.045103222
5730424H11Rik,0.369816796,-0.800534892,1.183604285,0.259233591,0.484586614,-6.045270116
C1galt1c1,-0.0870427,5.270519624,-1.183209212,0.25938431,0.484805245,-6.045717066
Il17ra,0.102718978,3.962841828,1.182838019,0.259525981,0.485006909,-6.046136891
Sucla2,-0.157029377,7.226838979,-1.18273166,0.259566586,0.485019671,-6.046257166
Gm37915,0.458655551,-0.097444272,1.182555066,0.259634014,0.485070591,-6.046456846
Hebp1,-0.24506922,1.141274989,-1.182483368,0.259661395,0.485070591,-6.046537911
Tmem265,-0.157101682,1.490835342,-1.182216546,0.25976331,0.485139752,-6.046839556
Gm56738,0.319712877,1.658391047,1.182158213,0.259785595,0.485139752,-6.046905495
Atg2b,-0.201416399,5.780854453,-1.182121111,0.25979977,0.485139752,-6.046947432
Entpd3,0.237435698,0.137857757,1.181758751,0.259938242,0.485335217,-6.047356972
Dido1,-0.144522236,5.88791025,-1.181354741,0.260092698,0.48556047,-6.047813467
Plekhg4,-0.307025406,-0.52484554,-1.181256105,0.260130417,0.485567762,-6.047924897
Spry1,0.169411997,2.617385066,1.180726883,0.260332874,0.485841825,-6.048522644
Crtc1,0.120202903,4.091002663,1.180695443,0.260344905,0.485841825,-6.048558149
Plekho1,-0.270198487,0.493176951,-1.180401188,0.260457531,0.485988845,-6.048890406
Micu1,-0.18315515,6.505391537,-1.180232988,0.260521927,0.486030799,-6.049080299
C1galt1,-0.132016269,6.174097086,-1.180165657,0.260547708,0.486030799,-6.049156308
Slx4ip,-0.09759259,3.352009952,-1.179865674,0.260662596,0.486181957,-6.049494912
Lamc1,0.184338644,2.736645524,1.179600894,0.260764035,0.486185016,-6.049793724
Cpd,-0.122154561,6.839854077,-1.179542561,0.260786387,0.486185016,-6.049859548
Mfsd1,-0.109563435,5.084402498,-1.179512815,0.260797786,0.486185016,-6.049893112
4933421O10Rik,-0.126765383,2.149610309,-1.179507913,0.260799664,0.486185016,-6.049898643
Gmds,0.228916475,7.600314005,1.179311328,0.260875005,0.486262341,-6.050120448
Ddias,0.176311086,3.148660598,1.179121797,0.260947659,0.486334637,-6.050334264
Gm9442,0.454405381,-1.046080772,1.178577781,0.261156286,0.4866603,-6.050947839
Ndufb4c,0.136406142,5.53938101,1.178377724,0.26123304,0.486740165,-6.05117342
Rnf11,0.090109126,5.353244313,1.178065877,0.261352717,0.486899977,-6.051524991
1700037C18Rik,0.263048428,0.685158849,1.177913048,0.261411384,0.486946099,-6.051697262
Plekhg6,0.329821908,5.677404442,1.177699761,0.261493276,0.487035466,-6.051937651
Slc4a8,-0.206178493,0.121889005,-1.177183142,0.261691716,0.487341855,-6.052519775
Slc2a6,0.521695189,-1.230805108,1.176882896,0.261807099,0.487493509,-6.052857997
Uba5,0.14012034,5.143194505,1.176785097,0.261844691,0.487500293,-6.052968152
Rpl8,0.090386785,9.15555565,1.176503518,0.261952947,0.487626549,-6.053285263
Slc8a1,-0.268198147,-0.392893791,-1.176432076,0.26198042,0.487626549,-6.05336571
Ost4,0.133777064,5.95446963,1.175755312,0.262240775,0.487956463,-6.054127593
Guca2a,-0.209907672,6.237057151,-1.175713734,0.262256777,0.487956463,-6.054174389
Wwp1,-0.153205854,5.484698046,-1.175699823,0.262262131,0.487956463,-6.054190046
Hacd3,0.097669965,5.87595798,1.175618091,0.262293589,0.487956463,-6.05428203
Trim15,-0.271223733,3.699636809,-1.175405181,0.262375551,0.488045714,-6.054521625
Dnajc16,0.103865933,4.22051275,1.175012162,0.262526901,0.488249298,-6.054963811
Cdca2,0.211335814,4.434070214,1.174944406,0.262553,0.488249298,-6.055040031
Actr6,0.177482858,1.713869773,1.174189671,0.262843857,0.488709275,-6.055888817
Elapor1,0.129914331,5.901279857,1.174125978,0.262868415,0.488709275,-6.055960428
Sort1,-0.148743536,7.819026059,-1.173948774,0.262936746,0.488773033,-6.056159643
2700033N17Rik,-0.368364177,-0.173520221,-1.173379385,0.263156402,0.48907442,-6.056799595
Sugp1,0.076140558,4.981297155,1.173351937,0.263166994,0.48907442,-6.056830439
E130307A14Rik,-0.123071766,2.841702242,-1.173236656,0.263211485,0.489093806,-6.056959973
Gm16211,-0.243260687,0.180222261,-1.172767698,0.263392534,0.489366903,-6.057486813
Zfp873,0.155844815,1.948238216,1.172668045,0.263431019,0.489375089,-6.057598745
Klhl8,-0.17364912,1.238907825,-1.172526316,0.263485761,0.489413469,-6.057757923
Aph1b,-0.171833742,0.915622908,-1.172154954,0.263629239,0.489616642,-6.058174934
Muc13,-0.20669345,11.22752557,-1.171534591,0.263869056,0.489988796,-6.05887132
Gm20186,-0.175295016,4.449263242,-1.17124243,0.263982057,0.489988796,-6.059199182
Zfp951,0.299482822,0.456858903,1.17123999,0.263983001,0.489988796,-6.059201921
Dennd1c,-0.154470268,3.705342521,-1.171194702,0.264000521,0.489988796,-6.059252737
4833407H14Rik,-0.500041307,-0.993511798,-1.171187251,0.264003404,0.489988796,-6.059261097
Dnajb9,0.13982552,5.619776665,1.171107255,0.264034352,0.489988796,-6.059350854
Sf3b1,-0.082177906,7.904226014,-1.170836887,0.264138974,0.490119611,-6.059654175
3930402G23Rik,0.502268584,-0.062604261,1.170683755,0.264198244,0.490166252,-6.059825947
Scamp4,0.139395383,5.840719114,1.170241098,0.264369634,0.490420869,-6.060322385
Dhx9,0.17136097,7.346976537,1.170097336,0.264425315,0.490460802,-6.060483581
Zfand2b,-0.116828541,4.195941165,-1.169650263,0.264598531,0.490683651,-6.06098477
Gm37962,-0.350398813,-0.498149278,-1.169560461,0.264633335,0.490683651,-6.061085424
